genesym	ensid	essentiality
RWDD1	ENSG00000111832	0.62
RWDD2B	ENSG00000156253	0.62
RXRA	ENSG00000186350	0.62
S100A9	ENSG00000163220	0.62
SAAL1	ENSG00000166788	0.62
SALL1	ENSG00000103449	0.62
SATB1	ENSG00000182568	0.62
SBK1	ENSG00000188322	0.62
SCAND1	ENSG00000171222	0.62
SEC11C	ENSG00000166562	0.62
SEC23A	ENSG00000100934	0.62
SELT		0.62
SEPT2	ENSG00000168385	0.62
SFT2D2	ENSG00000213064	0.62
SH3BGRL	ENSG00000131171	0.62
SH3GLB1	ENSG00000097033	0.62
SIK2	ENSG00000170145	0.62
SKIL	ENSG00000136603	0.62
SLC25A19	ENSG00000125454	0.62
SLC25A53	ENSG00000269743	0.62
SLC26A3	ENSG00000091138	0.62
SLC30A6	ENSG00000152683	0.62
SLC30A7	ENSG00000162695	0.62
SLC38A1	ENSG00000111371	0.62
SLC38A11	ENSG00000169507	0.62
SLC4A2	ENSG00000164889	0.62
SLC6A17	ENSG00000197106	0.62
SMARCAL1	ENSG00000138375	0.62
SMARCC1	ENSG00000173473	0.62
SMC1B	ENSG00000077935	0.62
SNAP29	ENSG00000099940	0.62
SNX15	ENSG00000110025	0.62
SNX17	ENSG00000115234	0.62
SNX19	ENSG00000120451	0.62
SOWAHC	ENSG00000198142	0.62
SOX3	ENSG00000134595	0.62
SOX7	ENSG00000171056	0.62
SPATA17	ENSG00000162814	0.62
SPATA31A6	ENSG00000185775	0.62
SPI1	ENSG00000066336	0.62
SPINK9	ENSG00000204909	0.62
SPOPL	ENSG00000144228	0.62
SQLE	ENSG00000104549	0.62
SRD5A3	ENSG00000128039	0.62
SRRD	ENSG00000100104	0.62
SRSF9	ENSG00000111786	0.62
ST14	ENSG00000149418	0.62
ST6GALNAC5	ENSG00000117069	0.62
STAM2	ENSG00000115145	0.62
STARD5	ENSG00000172345	0.62
STEAP1	ENSG00000164647	0.62
STK24	ENSG00000102572	0.62
STUB1	ENSG00000103266	0.62
SULT1A1	ENSG00000196502	0.62
SYCP3	ENSG00000139351	0.62
SYNPO2L	ENSG00000166317	0.62
SYT4	ENSG00000132872	0.62
TACC1	ENSG00000147526	0.62
TALDO1	ENSG00000177156	0.62
TBC1D19	ENSG00000109680	0.62
TBC1D7	ENSG00000145979	0.62
TCF12	ENSG00000140262	0.62
TCP10	ENSG00000203690	0.62
TCTE3	ENSG00000184786	0.62
TEX9	ENSG00000151575	0.62
TFPT	ENSG00000105619	0.62
TGIF2	ENSG00000118707	0.62
THEM5	ENSG00000196407	0.62
TKTL1	ENSG00000007350	0.62
TLR8	ENSG00000101916	0.62
TM4SF4	ENSG00000169903	0.62
TMC2	ENSG00000149488	0.62
TMED7-TICAM2		0.62
TMEFF2	ENSG00000144339	0.62
TMEM178A	ENSG00000152154	0.62
TMEM185B	ENSG00000226479	0.62
TMEM201	ENSG00000188807	0.62
TMEM209	ENSG00000146842	0.62
TMEM225	ENSG00000204300	0.62
TMOD3	ENSG00000138594	0.62
TMPRSS11F	ENSG00000198092	0.62
TMSB4X	ENSG00000205542	0.62
TNFRSF8	ENSG00000120949	0.62
TNFSF10	ENSG00000121858	0.62
TNFSF13	ENSG00000161955	0.62
TOM1L2	ENSG00000175662	0.62
TP73	ENSG00000078900	0.62
TPSAB1	ENSG00000172236	0.62
TRAF3	ENSG00000131323	0.62
TRAT1	ENSG00000163519	0.62
TRIM33	ENSG00000197323	0.62
TRIM74	ENSG00000155428	0.62
TRIO	ENSG00000038382	0.62
TRIQK	ENSG00000205133	0.62
TSTD2	ENSG00000136925	0.62
TTC29	ENSG00000137473	0.62
TTLL5	ENSG00000119685	0.62
TXK	ENSG00000074966	0.62
TXNDC16	ENSG00000087301	0.62
TYW1	ENSG00000198874	0.62
TYW5	ENSG00000162971	0.62
UBFD1	ENSG00000103353	0.62
UBL3	ENSG00000122042	0.62
UBP1	ENSG00000153560	0.62
UBR1	ENSG00000159459	0.62
UGGT2	ENSG00000102595	0.62
UGT2B17	ENSG00000197888	0.62
UGT2B7	ENSG00000171234	0.62
UNC119	ENSG00000109103	0.62
UNC79	ENSG00000133958	0.62
UQCC2	ENSG00000137288	0.62
WDR20	ENSG00000140153	0.62
WDR41	ENSG00000164253	0.62
WDR89	ENSG00000140006	0.62
WFIKKN2	ENSG00000173714	0.62
WHSC1	ENSG00000109685	0.62
WNT7B	ENSG00000188064	0.62
XKR3	ENSG00000172967	0.62
XPO6	ENSG00000169180	0.62
XPO7	ENSG00000130227	0.62
YIPF6	ENSG00000181704	0.62
ZC2HC1A	ENSG00000104427	0.62
ZC3H15	ENSG00000065548	0.62
ZC3HC1	ENSG00000091732	0.62
ZCCHC13	ENSG00000187969	0.62
ZCCHC14	ENSG00000140948	0.62
ZDHHC5	ENSG00000156599	0.62
ZKSCAN5	ENSG00000196652	0.62
ZMYND11	ENSG00000015171	0.62
ZNF107	ENSG00000196247	0.62
ZNF180	ENSG00000167384	0.62
ZNF2	ENSG00000275111	0.62
ZNF213	ENSG00000085644	0.62
ZNF302	ENSG00000089335	0.62
ZNF354A	ENSG00000169131	0.62
ZNF436	ENSG00000125945	0.62
ZNF480	ENSG00000198464	0.62
ZNF529	ENSG00000186020	0.62
ZNF549	ENSG00000121406	0.62
ZNF57	ENSG00000171970	0.62
ZNF570	ENSG00000171827	0.62
ZNF577	ENSG00000161551	0.62
ZNF585A	ENSG00000196967	0.62
ZNF605	ENSG00000196458	0.62
ZNF613	ENSG00000176024	0.62
ZNF662	ENSG00000182983	0.62
ZNF664	ENSG00000179195	0.62
ZNF669	ENSG00000188295	0.62
ZNF670	ENSG00000277462	0.62
ZNF676	ENSG00000196109	0.62
ZNF705A	ENSG00000196946	0.62
ZNF710	ENSG00000140548	0.62
ZNF727	ENSG00000214652	0.62
ZNF781	ENSG00000196381	0.62
ZNF812		0.62
ZNF839	ENSG00000022976	0.62
ZNF850	ENSG00000267041	0.62
ZSCAN20	ENSG00000121903	0.62
ZSWIM4	ENSG00000132003	0.62
AACS	ENSG00000081760	0.31
AADACL2	ENSG00000197953	0.31
AARD	ENSG00000205002	0.31
AATK	ENSG00000181409	0.31
ABCA1	ENSG00000165029	0.31
ABCA10	ENSG00000154263	0.31
ABCA12	ENSG00000144452	0.31
ABCA13	ENSG00000179869	0.31
ABCA5	ENSG00000154265	0.31
ABCA9	ENSG00000154258	0.31
ABCB4	ENSG00000005471	0.31
ABCB8	ENSG00000197150	0.31
ABCC11	ENSG00000121270	0.31
ABCC12	ENSG00000140798	0.31
ABCC2	ENSG00000023839	0.31
ABCC9	ENSG00000069431	0.31
ABCF2	ENSG00000033050	0.31
ABCG2	ENSG00000118777	0.31
ABI3BP	ENSG00000154175	0.31
ACAA2	ENSG00000167315	0.31
ACCSL	ENSG00000205126	0.31
ACOT4	ENSG00000177465	0.31
ACOXL	ENSG00000153093	0.31
ACPL2		0.31
ACSL1	ENSG00000151726	0.31
ACSM3	ENSG00000005187	0.31
ACSS2	ENSG00000131069	0.31
ACTN4	ENSG00000130402	0.31
ACVR1B	ENSG00000135503	0.31
ACVRL1	ENSG00000139567	0.31
ADA	ENSG00000196839	0.31
ADAM11	ENSG00000073670	0.31
ADAM23	ENSG00000114948	0.31
ADAMDEC1	ENSG00000134028	0.31
ADAMTS2	ENSG00000087116	0.31
ADAP1	ENSG00000105963	0.31
ADCY2	ENSG00000078295	0.31
ADI1	ENSG00000182551	0.31
ADK	ENSG00000156110	0.31
ADORA2A	ENSG00000128271	0.31
ADPRHL2	ENSG00000116863	0.31
AFF1	ENSG00000172493	0.31
AFF2	ENSG00000155966	0.31
AGA	ENSG00000038002	0.31
AGAP3	ENSG00000133612	0.31
AGPAT3	ENSG00000160216	0.31
AGPAT4	ENSG00000026652	0.31
AHCYL2	ENSG00000158467	0.31
AHI1	ENSG00000135541	0.31
AIMP2	ENSG00000106305	0.31
AKAP5	ENSG00000179841	0.31
AKAP8L	ENSG00000011243	0.31
AKR1C4	ENSG00000198610	0.31
ALDH16A1	ENSG00000161618	0.31
ALDH3A2	ENSG00000072210	0.31
ALDH6A1	ENSG00000119711	0.31
ALDH8A1	ENSG00000118514	0.31
ALG12	ENSG00000182858	0.31
ALG3	ENSG00000214160	0.31
ALK	ENSG00000171094	0.31
ALKBH1	ENSG00000100601	0.31
ALKBH4	ENSG00000160993	0.31
ALLC	ENSG00000151360	0.31
ALX3	ENSG00000156150	0.31
ALX4	ENSG00000052850	0.31
AMBN	ENSG00000178522	0.31
AMDHD2	ENSG00000162066	0.31
AMER1	ENSG00000184675	0.31
AMER3	ENSG00000178171	0.31
AMFR	ENSG00000159461	0.31
AMN	ENSG00000166126	0.31
AMZ2	ENSG00000196704	0.31
ANAPC16	ENSG00000166295	0.31
ANK3	ENSG00000151150	0.31
ANKAR	ENSG00000151687	0.31
ANKRD28	ENSG00000206560	0.31
ANKRD30A	ENSG00000148513	0.31
ANKRD31	ENSG00000145700	0.31
ANKRD34C	ENSG00000235711	0.31
ANKRD40	ENSG00000154945	0.31
ANKRD50	ENSG00000151458	0.31
ANKRD54	ENSG00000100124	0.31
ANKRD6	ENSG00000135299	0.31
ANO1	ENSG00000131620	0.31
ANP32E	ENSG00000143401	0.31
ANTXR2	ENSG00000163297	0.31
ANXA1	ENSG00000135046	0.31
ANXA10	ENSG00000109511	0.31
ANXA2	ENSG00000182718	0.31
ANXA2R	ENSG00000177721	0.31
ANXA8	ENSG00000265190	0.31
AP1M2	ENSG00000129354	0.31
AP4S1	ENSG00000100478	0.31
AP5M1	ENSG00000053770	0.31
APC2	ENSG00000115266	0.31
APH1B	ENSG00000138613	0.31
APLP1	ENSG00000105290	0.31
APMAP	ENSG00000101474	0.31
APOBEC3A	ENSG00000128383	0.31
APOC2	ENSG00000234906	0.31
APOH	ENSG00000091583	0.31
APOL2	ENSG00000128335	0.31
APPBP2	ENSG00000062725	0.31
AQP1	ENSG00000240583	0.31
AQP10	ENSG00000143595	0.31
AQP9	ENSG00000103569	0.31
ARAP1	ENSG00000186635	0.31
ARFGAP1	ENSG00000101199	0.31
ARHGAP1	ENSG00000175220	0.31
ARHGDIB	ENSG00000111348	0.31
ARHGEF11	ENSG00000132694	0.31
ARHGEF25	ENSG00000240771	0.31
ARIH2	ENSG00000177479	0.31
ARMC9	ENSG00000135931	0.31
ARMCX1	ENSG00000126947	0.31
ARMCX3	ENSG00000102401	0.31
ARMCX5	ENSG00000125962	0.31
ARRB2	ENSG00000141480	0.31
ARRDC4	ENSG00000140450	0.31
ARSB	ENSG00000113273	0.31
ARV1	ENSG00000173409	0.31
AS3MT	ENSG00000214435	0.31
ASB17	ENSG00000154007	0.31
ASB7	ENSG00000183475	0.31
ASF1B	ENSG00000105011	0.31
ASIP	ENSG00000101440	0.31
ASMT	ENSG00000196433	0.31
ASPDH	ENSG00000204653	0.31
ASTL	ENSG00000188886	0.31
ASXL3	ENSG00000141431	0.31
ATAT1	ENSG00000137343	0.31
ATF1	ENSG00000123268	0.31
ATG10	ENSG00000152348	0.31
ATG13	ENSG00000175224	0.31
ATG2B	ENSG00000066739	0.31
ATG5	ENSG00000057663	0.31
ATL3	ENSG00000184743	0.31
ATP10D	ENSG00000145246	0.31
ATP5J2-PTCD1		0.31
ATP6V0A1	ENSG00000033627	0.31
ATP8A1	ENSG00000124406	0.31
ATPAF2	ENSG00000171953	0.31
ATPIF1	ENSG00000130770	0.31
ATXN3L	ENSG00000123594	0.31
ATXN7	ENSG00000163635	0.31
ATXN7L3B	ENSG00000253719	0.31
AUTS2	ENSG00000158321	0.31
AVP	ENSG00000101200	0.31
AXIN2	ENSG00000168646	0.31
B3GNT6	ENSG00000198488	0.31
B4GALNT1	ENSG00000135454	0.31
BACH1	ENSG00000156273	0.31
BAI2		0.31
BATF2	ENSG00000168062	0.31
BBIP1	ENSG00000214413	0.31
BBS10	ENSG00000179941	0.31
BCAN	ENSG00000132692	0.31
BCAS1	ENSG00000064787	0.31
BCAT1	ENSG00000060982	0.31
BCDIN3D	ENSG00000186666	0.31
BCL2L15	ENSG00000188761	0.31
BCL7C	ENSG00000099385	0.31
BCL9L	ENSG00000186174	0.31
BDH2	ENSG00000164039	0.31
BEND3	ENSG00000178409	0.31
BEX2	ENSG00000133134	0.31
BEX4	ENSG00000102409	0.31
BFAR	ENSG00000103429	0.31
BFSP1	ENSG00000125864	0.31
BHLHE22	ENSG00000180828	0.31
BHLHE40	ENSG00000134107	0.31
BHLHE41	ENSG00000123095	0.31
BHMT	ENSG00000145692	0.31
BICD2	ENSG00000185963	0.31
BID	ENSG00000015475	0.31
BLVRB	ENSG00000090013	0.31
BMP10	ENSG00000163217	0.31
BMP3	ENSG00000152785	0.31
BMPR1B	ENSG00000138696	0.31
BNC2	ENSG00000173068	0.31
BOD1L2	ENSG00000228075	0.31
BPNT1	ENSG00000162813	0.31
BPY2C	ENSG00000185894	0.31
BRCC3	ENSG00000185515	0.31
BRINP2	ENSG00000198797	0.31
BRS3	ENSG00000102239	0.31
BRWD3	ENSG00000165288	0.31
BSN	ENSG00000164061	0.31
BSND	ENSG00000162399	0.31
BTBD10	ENSG00000148925	0.31
BTBD8	ENSG00000189195	0.31
BTBD9	ENSG00000183826	0.31
BTD	ENSG00000169814	0.31
BZW2	ENSG00000136261	0.31
C10orf129		0.31
C10orf137		0.31
C10orf68		0.31
C10orf82	ENSG00000165863	0.31
C11orf42	ENSG00000180878	0.31
C11orf65	ENSG00000166323	0.31
C11orf82		0.31
C11orf88	ENSG00000183644	0.31
C11orf91	ENSG00000205177	0.31
C12orf43	ENSG00000157895	0.31
C12orf52		0.31
C12orf56	ENSG00000185306	0.31
C14orf166B		0.31
C14orf28	ENSG00000179476	0.31
C15orf26		0.31
C15orf43		0.31
C15orf48	ENSG00000166920	0.31
C16orf45	ENSG00000166780	0.31
C16orf62	ENSG00000103544	0.31
C16orf92	ENSG00000167194	0.31
C17orf102		0.31
C17orf66		0.31
C17orf74	ENSG00000184560	0.31
C17orf85		0.31
C17orf99	ENSG00000187997	0.31
C19orf18	ENSG00000177025	0.31
C19orf77		0.31
C19orf83		0.31
C1GALT1C1	ENSG00000171155	0.31
C1orf101	ENSG00000179397	0.31
C1orf105	ENSG00000180999	0.31
C1orf112	ENSG00000000460	0.31
C1orf35	ENSG00000143793	0.31
C1orf74	ENSG00000162757	0.31
C1QTNF5	ENSG00000223953	0.31
C1QTNF9B	ENSG00000205863	0.31
C20orf24	ENSG00000101084	0.31
C2CD5	ENSG00000111731	0.31
C2orf57	ENSG00000177673	0.31
C2orf80	ENSG00000188674	0.31
C3orf27		0.31
C3orf58	ENSG00000181744	0.31
C3orf70	ENSG00000187068	0.31
C3orf83		0.31
C4BPA	ENSG00000123838	0.31
C4orf33	ENSG00000151470	0.31
C5orf38	ENSG00000186493	0.31
C5orf52	ENSG00000187658	0.31
C5orf60		0.31
C6orf163	ENSG00000203872	0.31
C6orf226	ENSG00000221821	0.31
C6orf48	ENSG00000204387	0.31
C6orf58	ENSG00000184530	0.31
C7orf57	ENSG00000164746	0.31
C7orf62	ENSG00000164645	0.31
C9orf131	ENSG00000174038	0.31
C9orf135	ENSG00000204711	0.31
C9orf156		0.31
C9orf16	ENSG00000171159	0.31
CA11	ENSG00000063180	0.31
CACNA2D1	ENSG00000153956	0.31
CACNB1	ENSG00000067191	0.31
CACNB3	ENSG00000167535	0.31
CALCA	ENSG00000110680	0.31
CALCOCO2	ENSG00000136436	0.31
CAMK1D	ENSG00000183049	0.31
CAMK2B	ENSG00000058404	0.31
CANX	ENSG00000127022	0.31
CAPN15	ENSG00000103326	0.31
CARD10	ENSG00000100065	0.31
CARD16	ENSG00000204397	0.31
CASP8	ENSG00000064012	0.31
CASZ1	ENSG00000130940	0.31
CATSPER1	ENSG00000175294	0.31
CATSPER4	ENSG00000188782	0.31
CAV1	ENSG00000105974	0.31
CAV2	ENSG00000105971	0.31
CBX1	ENSG00000108468	0.31
CCDC104		0.31
CCDC106	ENSG00000173581	0.31
CCDC117	ENSG00000159873	0.31
CCDC160	ENSG00000203952	0.31
CCDC27	ENSG00000162592	0.31
CCDC50	ENSG00000152492	0.31
CCDC62	ENSG00000130783	0.31
CCDC63	ENSG00000173093	0.31
CCDC68	ENSG00000166510	0.31
CCDC85C	ENSG00000205476	0.31
CCL1	ENSG00000108702	0.31
CCL13	ENSG00000181374	0.31
CCL27	ENSG00000213927	0.31
CCM2	ENSG00000136280	0.31
CCNDBP1	ENSG00000166946	0.31
CCR5	ENSG00000160791	0.31
CCT8L2	ENSG00000198445	0.31
CD163	ENSG00000177575	0.31
CD1C	ENSG00000158481	0.31
CD27	ENSG00000139193	0.31
CD302	ENSG00000241399	0.31
CD36	ENSG00000135218	0.31
CD37	ENSG00000104894	0.31
CD55	ENSG00000196352	0.31
CD5L	ENSG00000073754	0.31
CD79A	ENSG00000105369	0.31
CD81	ENSG00000110651	0.31
CD96	ENSG00000153283	0.31
CDC37L1	ENSG00000106993	0.31
CDCP2	ENSG00000157211	0.31
CDH10	ENSG00000040731	0.31
CDH23	ENSG00000107736	0.31
CDH24	ENSG00000139880	0.31
CDIP1	ENSG00000089486	0.31
CDK16	ENSG00000102225	0.31
CDK17	ENSG00000059758	0.31
CDK2AP2	ENSG00000167797	0.31
CDKL4	ENSG00000205111	0.31
CDKN2AIP	ENSG00000168564	0.31
CDKN2B	ENSG00000147883	0.31
CDY2B	ENSG00000129873	0.31
CEACAM5	ENSG00000105388	0.31
CEBPB	ENSG00000172216	0.31
CEP112	ENSG00000154240	0.31
CEP170	ENSG00000143702	0.31
CEP78	ENSG00000148019	0.31
CEP95	ENSG00000258890	0.31
CFHR1	ENSG00000244414	0.31
CFHR4	ENSG00000134365	0.31
CFHR5	ENSG00000134389	0.31
CFI	ENSG00000205403	0.31
CHAMP1	ENSG00000198824	0.31
CHCHD5	ENSG00000125611	0.31
CHD6	ENSG00000124177	0.31
CHD7	ENSG00000171316	0.31
CHD9	ENSG00000177200	0.31
CHFR	ENSG00000072609	0.31
CHI3L2	ENSG00000064886	0.31
CHIC1	ENSG00000204116	0.31
CHML	ENSG00000203668	0.31
CHRAC1	ENSG00000104472	0.31
CHRM2	ENSG00000181072	0.31
CHRM4	ENSG00000180720	0.31
CHST10	ENSG00000115526	0.31
CHST11	ENSG00000171310	0.31
CISD1	ENSG00000122873	0.31
CKAP4	ENSG00000136026	0.31
CLDND1	ENSG00000080822	0.31
CLEC11A	ENSG00000105472	0.31
CLEC12A	ENSG00000172322	0.31
CLEC9A	ENSG00000197992	0.31
CLHC1	ENSG00000162994	0.31
CLIC4	ENSG00000169504	0.31
CLK1	ENSG00000013441	0.31
CLK3	ENSG00000179335	0.31
CLMN	ENSG00000165959	0.31
CLPP	ENSG00000125656	0.31
CLPX	ENSG00000166855	0.31
CLUAP1	ENSG00000103351	0.31
CMA1	ENSG00000092009	0.31
CMC4	ENSG00000182712	0.31
CNIH1	ENSG00000100528	0.31
CNOT6	ENSG00000113300	0.31
CNOT8	ENSG00000155508	0.31
CNTLN	ENSG00000044459	0.31
CNTN5	ENSG00000149972	0.31
CNTNAP2	ENSG00000174469	0.31
CNTNAP3	ENSG00000106714	0.31
CNTRL	ENSG00000119397	0.31
CNTROB	ENSG00000170037	0.31
COBLL1	ENSG00000082438	0.31
COL1A2	ENSG00000164692	0.31
COL24A1	ENSG00000171502	0.31
COL3A1	ENSG00000168542	0.31
COMMD10	ENSG00000145781	0.31
COMT	ENSG00000093010	0.31
COPS7B	ENSG00000144524	0.31
COQ6	ENSG00000119723	0.31
CP	ENSG00000047457	0.31
CPNE2	ENSG00000140848	0.31
CPNE5	ENSG00000124772	0.31
CRAMP1L		0.31
CREBRF	ENSG00000164463	0.31
CRHR1	ENSG00000120088	0.31
CRISP2	ENSG00000124490	0.31
CRTC3	ENSG00000140577	0.31
CRYBA1	ENSG00000108255	0.31
CRYZL1	ENSG00000205758	0.31
CSF1	ENSG00000184371	0.31
CSF2RA	ENSG00000198223	0.31
CSGALNACT1	ENSG00000147408	0.31
CSGALNACT2	ENSG00000169826	0.31
CSHL1	ENSG00000204414	0.31
CSN3	ENSG00000171209	0.31
CSPG5	ENSG00000114646	0.31
CSTB	ENSG00000160213	0.31
CSTL1	ENSG00000125823	0.31
CT45A5	ENSG00000228836	0.31
CTDSP2	ENSG00000175215	0.31
CTDSPL	ENSG00000144677	0.31
CTNNA2	ENSG00000066032	0.31
CTNND1	ENSG00000198561	0.31
CTNS	ENSG00000040531	0.31
CTSL	ENSG00000135047	0.31
CTSS	ENSG00000163131	0.31
CUTC	ENSG00000119929	0.31
CWC27	ENSG00000153015	0.31
CWH43	ENSG00000109182	0.31
CXorf30		0.31
CYB561	ENSG00000008283	0.31
CYB561A3	ENSG00000162144	0.31
CYB5A	ENSG00000166347	0.31
CYB5R3	ENSG00000100243	0.31
CYP11A1	ENSG00000140459	0.31
CYP17A1	ENSG00000148795	0.31
CYP27C1	ENSG00000186684	0.31
CYP2A7	ENSG00000198077	0.31
CYP2D6	ENSG00000100197	0.31
CYP4B1	ENSG00000142973	0.31
CYP4F11	ENSG00000171903	0.31
CYP4V2	ENSG00000145476	0.31
DAGLB	ENSG00000164535	0.31
DAND5	ENSG00000179284	0.31
DAPK3	ENSG00000167657	0.31
DAPP1	ENSG00000070190	0.31
DBN1	ENSG00000113758	0.31
DBNDD1	ENSG00000003249	0.31
DCAF10	ENSG00000122741	0.31
DCAF12	ENSG00000198876	0.31
DCAF17	ENSG00000115827	0.31
DCAF4L1	ENSG00000182308	0.31
DDIT3	ENSG00000175197	0.31
DDX3Y	ENSG00000067048	0.31
DDX4	ENSG00000152670	0.31
DEAF1	ENSG00000177030	0.31
DEFB1	ENSG00000164825	0.31
DEFB136	ENSG00000205884	0.31
DENND2D	ENSG00000162777	0.31
DENND4C	ENSG00000137145	0.31
DEPDC1B	ENSG00000035499	0.31
DEPDC4	ENSG00000166153	0.31
DERA	ENSG00000023697	0.31
DHCR7	ENSG00000172893	0.31
DHRS13	ENSG00000167536	0.31
DHRS3	ENSG00000162496	0.31
DHX57	ENSG00000163214	0.31
DIAPH1	ENSG00000131504	0.31
DIAPH2	ENSG00000147202	0.31
DIRC2	ENSG00000138463	0.31
DKK1	ENSG00000107984	0.31
DLEC1	ENSG00000008226	0.31
DLGAP1	ENSG00000170579	0.31
DMTN	ENSG00000158856	0.31
DNAH7	ENSG00000118997	0.31
DNAJA2	ENSG00000069345	0.31
DNAJB12	ENSG00000148719	0.31
DNAJB13	ENSG00000187726	0.31
DNAJB9	ENSG00000128590	0.31
DNAJC4	ENSG00000110011	0.31
DNAJC7	ENSG00000168259	0.31
DNAL4	ENSG00000100246	0.31
DND1	ENSG00000256453	0.31
DOK1	ENSG00000115325	0.31
DPP9	ENSG00000142002	0.31
DRAM2	ENSG00000156171	0.31
DUSP5	ENSG00000138166	0.31
DYDC2	ENSG00000133665	0.31
DYNC1I1	ENSG00000158560	0.31
DYNC2H1	ENSG00000187240	0.31
DYNLT3	ENSG00000165169	0.31
DYRK1B	ENSG00000105204	0.31
E2F4	ENSG00000205250	0.31
E2F7	ENSG00000165891	0.31
EBF2	ENSG00000221818	0.31
EBP	ENSG00000147155	0.31
ECH1	ENSG00000104823	0.31
ECHS1	ENSG00000127884	0.31
ECM2	ENSG00000106823	0.31
ECT2L	ENSG00000203734	0.31
EDARADD	ENSG00000186197	0.31
EDEM3	ENSG00000116406	0.31
EDN1	ENSG00000078401	0.31
EFCAB3	ENSG00000172421	0.31
EFHC1	ENSG00000096093	0.31
EFNA5	ENSG00000184349	0.31
EGR4	ENSG00000135625	0.31
EHMT1	ENSG00000181090	0.31
EIF2A	ENSG00000144895	0.31
ELF3	ENSG00000163435	0.31
ELL3	ENSG00000128886	0.31
ELMO1	ENSG00000155849	0.31
ELMOD3	ENSG00000115459	0.31
ELMSAN1	ENSG00000156030	0.31
EMC8	ENSG00000131148	0.31
EMP2	ENSG00000213853	0.31
ENO2	ENSG00000111674	0.31
ENPP1	ENSG00000197594	0.31
ENPP2	ENSG00000136960	0.31
ENTPD4	ENSG00000197217	0.31
EOGT	ENSG00000163378	0.31
EPB41L5	ENSG00000115109	0.31
EPPIN-WFDC6		0.31
ERAP1	ENSG00000164307	0.31
ERC1	ENSG00000082805	0.31
ERF	ENSG00000105722	0.31
ERLEC1	ENSG00000068912	0.31
ERLIN2	ENSG00000147475	0.31
ESR2	ENSG00000140009	0.31
ESRRA	ENSG00000173153	0.31
ESYT2	ENSG00000117868	0.31
ETFB	ENSG00000105379	0.31
ETNPPL	ENSG00000164089	0.31
EVI2A	ENSG00000126860	0.31
EVI5	ENSG00000067208	0.31
EYA3	ENSG00000158161	0.31
FAAH	ENSG00000117480	0.31
FAM102B	ENSG00000162636	0.31
FAM104A	ENSG00000133193	0.31
FAM111A	ENSG00000166801	0.31
FAM118B	ENSG00000197798	0.31
FAM129B	ENSG00000136830	0.31
FAM134B	ENSG00000154153	0.31
FAM13A	ENSG00000138640	0.31
FAM150A	ENSG00000196711	0.31
FAM161A	ENSG00000170264	0.31
FAM162A	ENSG00000114023	0.31
FAM167A	ENSG00000154319	0.31
FAM167B	ENSG00000183615	0.31
FAM175B	ENSG00000165660	0.31
FAM181A	ENSG00000140067	0.31
FAM184A	ENSG00000111879	0.31
FAM194A		0.31
FAM200A	ENSG00000221909	0.31
FAM207A	ENSG00000160256	0.31
FAM208B	ENSG00000108021	0.31
FAM213A	ENSG00000122378	0.31
FAM214B	ENSG00000005238	0.31
FAM21B		0.31
FAM222B	ENSG00000173065	0.31
FAM3C	ENSG00000196937	0.31
FAM46D	ENSG00000174016	0.31
FAM47B	ENSG00000189132	0.31
FAM49A	ENSG00000197872	0.31
FAM63A	ENSG00000143409	0.31
FAM63B	ENSG00000128923	0.31
FAM71F2	ENSG00000205085	0.31
FAM76A	ENSG00000009780	0.31
FAM9A	ENSG00000183304	0.31
FAN1	ENSG00000198690	0.31
FANCG	ENSG00000221829	0.31
FAP	ENSG00000078098	0.31
FBP2	ENSG00000130957	0.31
FBXL16	ENSG00000127585	0.31
FBXL19	ENSG00000099364	0.31
FBXO24	ENSG00000106336	0.31
FBXO43	ENSG00000156509	0.31
FBXO47	ENSG00000204952	0.31
FCGR2B	ENSG00000072694	0.31
FCRL6	ENSG00000181036	0.31
FDXACB1	ENSG00000255561	0.31
FEZF1	ENSG00000128610	0.31
FGF1	ENSG00000113578	0.31
FGF3	ENSG00000186895	0.31
FGF4	ENSG00000075388	0.31
FGFR3	ENSG00000068078	0.31
FKBP14	ENSG00000106080	0.31
FKBP5	ENSG00000096060	0.31
FKTN	ENSG00000106692	0.31
FLNB	ENSG00000136068	0.31
FLOT1	ENSG00000137312	0.31
FLOT2	ENSG00000132589	0.31
FLRT1	ENSG00000126500	0.31
FLRT3	ENSG00000125848	0.31
FLT4	ENSG00000037280	0.31
FMO1	ENSG00000010932	0.31
FMO3	ENSG00000007933	0.31
FMR1	ENSG00000102081	0.31
FN3K	ENSG00000167363	0.31
FOSL2	ENSG00000075426	0.31
FOXA3	ENSG00000170608	0.31
FOXC1	ENSG00000054598	0.31
FOXC2	ENSG00000176692	0.31
FOXE1	ENSG00000178919	0.31
FOXJ1	ENSG00000129654	0.31
FOXL1	ENSG00000176678	0.31
FOXL2	ENSG00000183770	0.31
FOXN2	ENSG00000170802	0.31
FOXO3	ENSG00000118689	0.31
FOXRED1	ENSG00000110074	0.31
FOXS1	ENSG00000179772	0.31
FPR2	ENSG00000171049	0.31
FRMD1	ENSG00000153303	0.31
FRMD7	ENSG00000165694	0.31
FSBP	ENSG00000265817	0.31
FUNDC1	ENSG00000069509	0.31
FUT8	ENSG00000033170	0.31
FXR1	ENSG00000114416	0.31
FZD8	ENSG00000177283	0.31
